Weather_id,date,city,state,temperature_c
,2020-01-10,Phoenix,Arizona,13.10
,2020-01-10,Philadelphia,Pennsylvania,-8.30
,2020-01-10,San Antonio,Texas,9.50
,2020-01-10,San Diego,California,-9.10
,2020-01-10,Dallas,Texas,2.70
,2020-01-10,San Jose,California,1.00
,2020-01-11,New York,New York,7.30
,2020-01-11,Los Angeles,California,9.50
,2020-01-11,Chicago,Illinois,-8.80
,2020-01-11,Houston,Texas,-8.10
,2020-01-11,Phoenix,Arizona,5.10
,2020-01-11,Philadelphia,Pennsylvania,7.80
,2020-01-11,San Antonio,Texas,-6.20
,2020-01-11,San Diego,California,5.40
,2020-01-11,Dallas,Texas,-6.20
,2020-01-11,San Jose,California,1.50
,2020-01-12,New York,New York,14.50
,2020-01-12,Los Angeles,California,11.10
,2020-01-12,Chicago,Illinois,7.30
,2020-01-12,Houston,Texas,1.60
,2020-01-12,Phoenix,Arizona,12.90
,2020-01-12,Philadelphia,Pennsylvania,8.30
,2020-01-12,San Antonio,Texas,-9.90
,2020-01-12,San Diego,California,6.80
,2020-01-12,Dallas,Texas,4.50
,2020-01-12,San Jose,California,2.00
,2020-01-13,New York,New York,0.90
,2020-01-13,Los Angeles,California,-0.90
,2020-01-13,Chicago,Illinois,-2.90
,2020-01-13,Houston,Texas,9.30
,2020-01-13,Phoenix,Arizona,7.90
,2020-01-13,Philadelphia,Pennsylvania,-5.90
,2020-01-13,San Antonio,Texas,9.00
,2020-01-13,San Diego,California,9.60
,2020-01-13,Dallas,Texas,8.50
,2020-01-13,San Jose,California,-4.30
,2020-01-14,New York,New York,-1.70
,2020-01-14,Los Angeles,California,-3.10
,2020-01-14,Chicago,Illinois,12.40
,2020-01-14,Houston,Texas,13.10
,2020-01-14,Phoenix,Arizona,5.50
,2020-01-14,Philadelphia,Pennsylvania,-6.50
,2020-01-14,San Antonio,Texas,-6.60
,2020-01-14,San Diego,California,-0.90
,2020-01-14,Dallas,Texas,-7.10
,2020-01-14,San Jose,California,2.80
,2020-01-15,New York,New York,-3.50
,2020-01-15,Los Angeles,California,-7.20
,2020-01-15,Chicago,Illinois,-5.30
,2020-01-15,Houston,Texas,-1.90
,2020-01-15,Phoenix,Arizona,6.60
,2020-01-15,Philadelphia,Pennsylvania,-2.20
,2020-01-15,San Antonio,Texas,3.10
,2020-01-15,San Diego,California,-1.70
,2020-01-15,Dallas,Texas,-7.80
,2020-01-15,San Jose,California,-7.80
,2020-01-16,New York,New York,-3.70
,2020-01-16,Los Angeles,California,-4.50
,2020-01-16,Chicago,Illinois,-8.40
,2020-01-16,Houston,Texas,9.40
,2020-01-16,Phoenix,Arizona,2.40
,2020-01-16,Philadelphia,Pennsylvania,-3.10
,2020-01-16,San Antonio,Texas,10.20
,2020-01-16,San Diego,California,-1.60
,2020-01-16,Dallas,Texas,-5.10
,2020-01-16,San Jose,California,-1.50
,2020-01-17,New York,New York,6.80
,2020-01-17,Los Angeles,California,-2.90
,2020-01-17,Chicago,Illinois,-3.40
,2020-01-17,Houston,Texas,12.00
,2020-01-17,Phoenix,Arizona,3.50
,2020-01-17,Philadelphia,Pennsylvania,8.60
,2020-01-17,San Antonio,Texas,12.40
,2020-01-17,San Diego,California,-3.20
,2020-01-17,Dallas,Texas,3.30
,2020-01-17,San Jose,California,-6.70
,2020-01-18,New York,New York,14.00
,2020-01-18,Los Angeles,California,10.30
,2020-01-18,Chicago,Illinois,6.30
,2020-01-18,Houston,Texas,-4.90
,2020-01-18,Phoenix,Arizona,14.30
,2020-01-18,Philadelphia,Pennsylvania,-9.10
,2020-01-18,San Antonio,Texas,0.60
,2020-01-18,San Diego,California,13.60
,2020-01-18,Dallas,Texas,-2.00
,2020-01-18,San Jose,California,9.40
,2020-01-19,New York,New York,14.40
,2020-01-19,Los Angeles,California,7.50
,2020-01-19,Chicago,Illinois,-2.40
,2020-01-19,Houston,Texas,14.20
,2020-01-19,Phoenix,Arizona,-0.10
,2020-01-19,Philadelphia,Pennsylvania,13.80
,2020-01-19,San Antonio,Texas,-6.80
,2020-01-19,San Diego,California,13.40
,2020-01-19,Dallas,Texas,8.90
,2020-01-19,San Jose,California,-8.80
,2020-01-20,New York,New York,6.60
,2020-01-20,Los Angeles,California,-4.30
,2020-01-20,Chicago,Illinois,3.00
,2020-01-20,Houston,Texas,2.80
,2020-01-20,Phoenix,Arizona,-7.30
,2020-01-20,Philadelphia,Pennsylvania,10.40
,2020-01-20,San Antonio,Texas,14.10
,2020-01-20,San Diego,California,4.70
,2020-01-20,Dallas,Texas,0.10
,2020-01-20,San Jose,California,6.40
,2020-01-21,New York,New York,-0.10
,2020-01-21,Los Angeles,California,4.90
,2020-01-21,Chicago,Illinois,0.80
,2020-01-21,Houston,Texas,-6.20
,2020-01-21,Phoenix,Arizona,11.40
,2020-01-21,Philadelphia,Pennsylvania,-1.00
,2020-01-21,San Antonio,Texas,-7.40
,2020-01-21,San Diego,California,-9.10
,2020-01-21,Dallas,Texas,1.40
,2020-01-21,San Jose,California,-6.80
,2020-01-22,New York,New York,7.60
,2020-01-22,Los Angeles,California,-8.40
,2020-01-22,Chicago,Illinois,-9.90
,2020-01-22,Houston,Texas,-7.80
,2020-01-22,Phoenix,Arizona,10.10
,2020-01-22,Philadelphia,Pennsylvania,7.50
,2020-01-22,San Antonio,Texas,11.50
,2020-01-22,San Diego,California,10.00
,2020-01-22,Dallas,Texas,-4.30
,2020-01-22,San Jose,California,2.70
,2020-01-23,New York,New York,3.50
,2020-01-23,Los Angeles,California,-2.70
,2020-01-23,Chicago,Illinois,-0.80
,2020-01-23,Houston,Texas,-3.20
,2020-01-23,Phoenix,Arizona,-7.70
,2020-01-23,Philadelphia,Pennsylvania,8.80
,2020-01-23,San Antonio,Texas,8.30
,2020-01-23,San Diego,California,-9.90
,2020-01-23,Dallas,Texas,-4.00
,2020-01-23,San Jose,California,-3.30
,2020-01-24,New York,New York,9.80
,2020-01-24,Los Angeles,California,2.70
,2020-01-24,Chicago,Illinois,1.60
,2020-01-24,Houston,Texas,-3.40
,2020-01-24,Phoenix,Arizona,5.10
,2020-01-24,Philadelphia,Pennsylvania,11.90
,2020-01-24,San Antonio,Texas,14.80
,2020-01-24,San Diego,California,-9.30
,2020-01-24,Dallas,Texas,3.10
,2020-01-24,San Jose,California,-8.90
,2020-01-25,New York,New York,11.10
,2020-01-25,Los Angeles,California,6.00
,2020-01-25,Chicago,Illinois,-0.10
,2020-01-25,Houston,Texas,-2.30
,2020-01-25,Phoenix,Arizona,-8.50
,2020-01-25,Philadelphia,Pennsylvania,12.40
,2020-01-25,San Antonio,Texas,12.80
,2020-01-25,San Diego,California,13.80
,2020-01-25,Dallas,Texas,13.00
,2020-01-25,San Jose,California,-9.20
,2020-01-26,New York,New York,11.90
,2020-01-26,Los Angeles,California,-8.90
,2020-01-26,Chicago,Illinois,14.50
,2020-01-26,Houston,Texas,9.00
,2020-01-26,Phoenix,Arizona,12.40
,2020-01-26,Philadelphia,Pennsylvania,8.80
,2020-01-26,San Antonio,Texas,12.70
,2020-01-26,San Diego,California,8.50
,2020-01-26,Dallas,Texas,12.60
,2020-01-26,San Jose,California,-9.30
,2020-01-27,New York,New York,7.00
,2020-01-27,Los Angeles,California,11.20
,2020-01-27,Chicago,Illinois,12.20
,2020-01-27,Houston,Texas,-9.00
,2020-01-27,Phoenix,Arizona,2.00
,2020-01-27,Philadelphia,Pennsylvania,4.60
,2020-01-27,San Antonio,Texas,-4.40
,2020-01-27,San Diego,California,0.80
,2020-01-27,Dallas,Texas,10.90
,2020-01-27,San Jose,California,14.50
,2020-01-28,New York,New York,6.70
,2020-01-28,Los Angeles,California,13.00
,2020-01-28,Chicago,Illinois,-6.40
,2020-01-28,Houston,Texas,1.30
,2020-01-28,Phoenix,Arizona,-7.80
,2020-01-28,Philadelphia,Pennsylvania,-5.40
,2020-01-28,San Antonio,Texas,3.50
,2020-01-28,San Diego,California,7.00
,2020-01-28,Dallas,Texas,-3.20
,2020-01-28,San Jose,California,6.00
,2020-01-29,New York,New York,12.00
,2020-01-29,Los Angeles,California,8.80
,2020-01-29,Chicago,Illinois,4.30
,2020-01-29,Houston,Texas,7.70
,2020-01-29,Phoenix,Arizona,-1.70
,2020-01-29,Philadelphia,Pennsylvania,5.40
,2020-01-29,San Antonio,Texas,7.30
,2020-01-29,San Diego,California,-8.90
,2020-01-29,Dallas,Texas,-9.10
,2020-01-29,San Jose,California,-1.40
,2020-01-30,New York,New York,10.30
,2020-01-30,Los Angeles,California,0.60
,2020-01-30,Chicago,Illinois,11.60
,2020-01-30,Houston,Texas,-2.70
,2020-01-30,Phoenix,Arizona,-2.40
,2020-01-30,Philadelphia,Pennsylvania,12.10
,2020-01-30,San Antonio,Texas,-0.50
,2020-01-30,San Diego,California,2.70
,2020-01-30,Dallas,Texas,9.90
,2020-01-30,San Jose,California,-1.60
,2020-01-31,New York,New York,-9.90
,2020-01-31,Los Angeles,California,4.60
,2020-01-31,Chicago,Illinois,-1.30
,2020-01-31,Houston,Texas,1.30
,2020-01-31,Phoenix,Arizona,-2.70
,2020-01-31,Philadelphia,Pennsylvania,6.40
,2020-01-31,San Antonio,Texas,2.30
,2020-01-31,San Diego,California,10.40
,2020-01-31,Dallas,Texas,-0.90
,2020-01-31,San Jose,California,-3.90
,2020-02-01,New York,New York,3.30
,2020-02-01,Los Angeles,California,9.20
,2020-02-01,Chicago,Illinois,13.40
,2020-02-01,Houston,Texas,-3.40
,2020-02-01,Phoenix,Arizona,-8.30
,2020-02-01,Philadelphia,Pennsylvania,-0.40
,2020-02-01,San Antonio,Texas,8.60
,2020-02-01,San Diego,California,5.10
,2020-02-01,Dallas,Texas,9.20
,2020-02-01,San Jose,California,2.90
,2020-02-02,New York,New York,-1.70
,2020-02-02,Los Angeles,California,5.50
,2020-02-02,Chicago,Illinois,8.80
,2020-02-02,Houston,Texas,5.80
,2020-02-02,Phoenix,Arizona,-9.50
,2020-02-02,Philadelphia,Pennsylvania,-1.80
,2020-02-02,San Antonio,Texas,1.40
,2020-02-02,San Diego,California,-1.50
,2020-02-02,Dallas,Texas,-6.20
,2020-02-02,San Jose,California,6.90
,2020-02-03,New York,New York,-9.60
,2020-02-03,Los Angeles,California,2.10
,2020-02-03,Chicago,Illinois,-9.20
,2020-02-03,Houston,Texas,-2.30
,2020-02-03,Phoenix,Arizona,14.00
,2020-02-03,Philadelphia,Pennsylvania,13.40
,2020-02-03,San Antonio,Texas,0.50
,2020-02-03,San Diego,California,-7.00
,2020-02-03,Dallas,Texas,13.70
,2020-02-03,San Jose,California,13.70
,2020-02-04,New York,New York,-0.80
,2020-02-04,Los Angeles,California,-8.70
,2020-02-04,Chicago,Illinois,-6.90
,2020-02-04,Houston,Texas,12.40
,2020-02-04,Phoenix,Arizona,-7.90
,2020-02-04,Philadelphia,Pennsylvania,0.60
,2020-02-04,San Antonio,Texas,-3.00
,2020-02-04,San Diego,California,-4.40
,2020-02-04,Dallas,Texas,-7.70
,2020-02-04,San Jose,California,-10.00
,2020-02-05,New York,New York,-5.80
,2020-02-05,Los Angeles,California,5.10
,2020-02-05,Chicago,Illinois,-1.80
,2020-02-05,Houston,Texas,7.60
,2020-02-05,Phoenix,Arizona,1.40
,2020-02-05,Philadelphia,Pennsylvania,7.90
,2020-02-05,San Antonio,Texas,-5.20
,2020-02-05,San Diego,California,-4.30
,2020-02-05,Dallas,Texas,13.60
,2020-02-05,San Jose,California,12.80
,2020-02-06,New York,New York,4.30
,2020-02-06,Los Angeles,California,14.50
,2020-02-06,Chicago,Illinois,11.60
,2020-02-06,Houston,Texas,11.90
,2020-02-06,Phoenix,Arizona,3.20
,2020-02-06,Philadelphia,Pennsylvania,-7.10
,2020-02-06,San Antonio,Texas,5.70
,2020-02-06,San Diego,California,14.10
,2020-02-06,Dallas,Texas,1.00
,2020-02-06,San Jose,California,3.20
,2020-02-07,New York,New York,-7.40
,2020-02-07,Los Angeles,California,-1.70
,2020-02-07,Chicago,Illinois,-6.50
,2020-02-07,Houston,Texas,12.60
,2020-02-07,Phoenix,Arizona,14.90
,2020-02-07,Philadelphia,Pennsylvania,12.30
,2020-02-07,San Antonio,Texas,7.40
,2020-02-07,San Diego,California,3.50
,2020-02-07,Dallas,Texas,-0.70
,2020-02-07,San Jose,California,-2.70
,2020-02-08,New York,New York,8.90
,2020-02-08,Los Angeles,California,-9.10
,2020-02-08,Chicago,Illinois,12.00
,2020-02-08,Houston,Texas,-0.50
,2020-02-08,Phoenix,Arizona,-2.50
,2020-02-08,Philadelphia,Pennsylvania,9.30
,2020-02-08,San Antonio,Texas,1.50
,2020-02-08,San Diego,California,13.00
,2020-02-08,Dallas,Texas,3.20
,2020-02-08,San Jose,California,12.10
,2020-02-09,New York,New York,2.90
,2020-02-09,Los Angeles,California,14.10
,2020-02-09,Chicago,Illinois,-3.60
,2020-02-09,Houston,Texas,-3.20
,2020-02-09,Phoenix,Arizona,14.80
,2020-02-09,Philadelphia,Pennsylvania,11.00
,2020-02-09,San Antonio,Texas,-6.00
,2020-02-09,San Diego,California,8.40
,2020-02-09,Dallas,Texas,0.50
,2020-02-09,San Jose,California,-7.00
,2020-02-10,New York,New York,8.40
,2020-02-10,Los Angeles,California,14.80
,2020-02-10,Chicago,Illinois,11.10
,2020-02-10,Houston,Texas,8.70
,2020-02-10,Phoenix,Arizona,0.20
,2020-02-10,Philadelphia,Pennsylvania,-8.30
,2020-02-10,San Antonio,Texas,-5.30
,2020-02-10,San Diego,California,9.40
,2020-02-10,Dallas,Texas,4.10
,2020-02-10,San Jose,California,12.20
,2020-02-11,New York,New York,14.30
,2020-02-11,Los Angeles,California,13.00
,2020-02-11,Chicago,Illinois,7.30
,2020-02-11,Houston,Texas,-4.90
,2020-02-11,Phoenix,Arizona,9.00
,2020-02-11,Philadelphia,Pennsylvania,1.30
,2020-02-11,San Antonio,Texas,9.40
,2020-02-11,San Diego,California,1.80
,2020-02-11,Dallas,Texas,3.30
,2020-02-11,San Jose,California,5.50
,2020-02-12,New York,New York,-3.40
,2020-02-12,Los Angeles,California,12.10
,2020-02-12,Chicago,Illinois,12.70
,2020-02-12,Houston,Texas,4.30
,2020-02-12,Phoenix,Arizona,4.10
,2020-02-12,Philadelphia,Pennsylvania,5.00
,2020-02-12,San Antonio,Texas,8.50
,2020-02-12,San Diego,California,-1.00
,2020-02-12,Dallas,Texas,-6.50
,2020-02-12,San Jose,California,-7.40
,2020-02-13,New York,New York,6.90
,2020-02-13,Los Angeles,California,0.90
,2020-02-13,Chicago,Illinois,5.60
,2020-02-13,Houston,Texas,9.70
,2020-02-13,Phoenix,Arizona,6.40
,2020-02-13,Philadelphia,Pennsylvania,-4.40
,2020-02-13,San Antonio,Texas,11.70
,2020-02-13,San Diego,California,12.50
,2020-02-13,Dallas,Texas,-4.90
,2020-02-13,San Jose,California,-4.10
,2020-02-14,New York,New York,-4.10
,2020-02-14,Los Angeles,California,2.10
,2020-02-14,Chicago,Illinois,14.20
,2020-02-14,Houston,Texas,5.30
,2020-02-14,Phoenix,Arizona,-2.70
,2020-02-14,Philadelphia,Pennsylvania,10.30
,2020-02-14,San Antonio,Texas,9.50
,2020-02-14,San Diego,California,0.00
,2020-02-14,Dallas,Texas,-0.90
,2020-02-14,San Jose,California,5.00
,2020-02-15,New York,New York,10.30
,2020-02-15,Los Angeles,California,6.90
,2020-02-15,Chicago,Illinois,-7.70
,2020-02-15,Houston,Texas,-8.60
,2020-02-15,Phoenix,Arizona,9.60
,2020-02-15,Philadelphia,Pennsylvania,-2.50
,2020-02-15,San Antonio,Texas,-7.40
,2020-02-15,San Diego,California,-4.00
,2020-02-15,Dallas,Texas,9.90
,2020-02-15,San Jose,California,14.90
,2020-02-16,New York,New York,13.00
,2020-02-16,Los Angeles,California,-7.80
,2020-02-16,Chicago,Illinois,6.50
,2020-02-16,Houston,Texas,-1.20
,2020-02-16,Phoenix,Arizona,1.90
,2020-02-16,Philadelphia,Pennsylvania,2.30
,2020-02-16,San Antonio,Texas,-0.40
,2020-02-16,San Diego,California,-2.80
,2020-02-16,Dallas,Texas,5.80
,2020-02-16,San Jose,California,-0.90
,2020-02-17,New York,New York,-1.60
,2020-02-17,Los Angeles,California,-4.90
,2020-02-17,Chicago,Illinois,14.10
,2020-02-17,Houston,Texas,0.80
,2020-02-17,Phoenix,Arizona,0.40
,2020-02-17,Philadelphia,Pennsylvania,0.80
,2020-02-17,San Antonio,Texas,5.50
,2020-02-17,San Diego,California,-5.70
,2020-02-17,Dallas,Texas,-7.60
,2020-02-17,San Jose,California,10.50
,2020-02-18,New York,New York,10.70
,2020-02-18,Los Angeles,California,-5.30
,2020-02-18,Chicago,Illinois,8.30
,2020-02-18,Houston,Texas,-3.70
,2020-02-18,Phoenix,Arizona,-1.20
,2020-02-18,Philadelphia,Pennsylvania,14.30
,2020-02-18,San Antonio,Texas,8.50
,2020-02-18,San Diego,California,12.70
,2020-02-18,Dallas,Texas,-4.20
,2020-02-18,San Jose,California,3.20
,2020-02-19,New York,New York,-5.20
,2020-02-19,Los Angeles,California,12.00
,2020-02-19,Chicago,Illinois,-8.80
,2020-02-19,Houston,Texas,10.90
,2020-02-19,Phoenix,Arizona,7.90
,2020-02-19,Philadelphia,Pennsylvania,13.10
,2020-02-19,San Antonio,Texas,10.50
,2020-02-19,San Diego,California,-5.60
,2020-02-19,Dallas,Texas,4.70
,2020-02-19,San Jose,California,8.60
,2020-02-20,New York,New York,14.40
,2020-02-20,Los Angeles,California,6.10
,2020-02-20,Chicago,Illinois,-2.00
,2020-02-20,Houston,Texas,9.80
,2020-02-20,Phoenix,Arizona,-9.60
,2020-02-20,Philadelphia,Pennsylvania,3.80
,2020-02-20,San Antonio,Texas,5.50
,2020-02-20,San Diego,California,-3.10
,2020-02-20,Dallas,Texas,-0.30
,2020-02-20,San Jose,California,11.90
,2020-02-21,New York,New York,14.60
,2020-02-21,Los Angeles,California,-6.50
,2020-02-21,Chicago,Illinois,13.50
,2020-02-21,Houston,Texas,0.40
,2020-02-21,Phoenix,Arizona,2.40
,2020-02-21,Philadelphia,Pennsylvania,8.10
,2020-02-21,San Antonio,Texas,4.10
,2020-02-21,San Diego,California,4.80
,2020-02-21,Dallas,Texas,2.30
,2020-02-21,San Jose,California,-3.10
,2020-02-22,New York,New York,-1.40
,2020-02-22,Los Angeles,California,13.30
,2020-02-22,Chicago,Illinois,5.60
,2020-02-22,Houston,Texas,10.80
,2020-02-22,Phoenix,Arizona,-0.80
,2020-02-22,Philadelphia,Pennsylvania,13.40
,2020-02-22,San Antonio,Texas,3.80
,2020-02-22,San Diego,California,-3.10
,2020-02-22,Dallas,Texas,7.60
,2020-02-22,San Jose,California,-3.70
,2020-02-23,New York,New York,4.00
,2020-02-23,Los Angeles,California,2.60
,2020-02-23,Chicago,Illinois,-8.60
,2020-02-23,Houston,Texas,9.80
,2020-02-23,Phoenix,Arizona,-4.70
,2020-02-23,Philadelphia,Pennsylvania,-8.60
,2020-02-23,San Antonio,Texas,-2.90
,2020-02-23,San Diego,California,3.80
,2020-02-23,Dallas,Texas,3.20
,2020-02-23,San Jose,California,5.50
,2020-02-24,New York,New York,-6.40
,2020-02-24,Los Angeles,California,14.70
,2020-02-24,Chicago,Illinois,6.40
,2020-02-24,Houston,Texas,5.70
,2020-02-24,Phoenix,Arizona,-7.10
,2020-02-24,Philadelphia,Pennsylvania,-9.10
,2020-02-24,San Antonio,Texas,14.60
,2020-02-24,San Diego,California,-5.00
,2020-02-24,Dallas,Texas,-3.60
,2020-02-24,San Jose,California,-3.10
,2020-02-25,New York,New York,-3.60
,2020-02-25,Los Angeles,California,7.70
,2020-02-25,Chicago,Illinois,8.20
,2020-02-25,Houston,Texas,14.40
,2020-02-25,Phoenix,Arizona,-7.80
,2020-02-25,Philadelphia,Pennsylvania,9.70
,2020-02-25,San Antonio,Texas,0.80
,2020-02-25,San Diego,California,-2.30
,2020-02-25,Dallas,Texas,13.20
,2020-02-25,San Jose,California,-0.30
,2020-02-26,New York,New York,-6.30
,2020-02-26,Los Angeles,California,-3.40
,2020-02-26,Chicago,Illinois,12.60
,2020-02-26,Houston,Texas,11.50
,2020-02-26,Phoenix,Arizona,6.30
,2020-02-26,Philadelphia,Pennsylvania,13.80
,2020-02-26,San Antonio,Texas,-3.70
,2020-02-26,San Diego,California,6.50
,2020-02-26,Dallas,Texas,13.70
,2020-02-26,San Jose,California,-3.90
,2020-02-27,New York,New York,-6.30
,2020-02-27,Los Angeles,California,14.30
,2020-02-27,Chicago,Illinois,14.50
,2020-02-27,Houston,Texas,-4.20
,2020-02-27,Phoenix,Arizona,1.00
,2020-02-27,Philadelphia,Pennsylvania,5.30
,2020-02-27,San Antonio,Texas,7.30
,2020-02-27,San Diego,California,8.10
,2020-02-27,Dallas,Texas,1.80
,2020-02-27,San Jose,California,-8.40
,2020-02-28,New York,New York,14.60
,2020-02-28,Los Angeles,California,5.80
,2020-02-28,Chicago,Illinois,11.00
,2020-02-28,Houston,Texas,-3.60
,2020-02-28,Phoenix,Arizona,2.90
,2020-02-28,Philadelphia,Pennsylvania,12.30
,2020-02-28,San Antonio,Texas,-7.50
,2020-02-28,San Diego,California,-5.90
,2020-02-28,Dallas,Texas,-4.10
,2020-02-28,San Jose,California,-9.70
,2020-02-29,New York,New York,-7.80
,2020-02-29,Los Angeles,California,6.70
,2020-02-29,Chicago,Illinois,14.30
,2020-02-29,Houston,Texas,8.10
,2020-02-29,Phoenix,Arizona,11.30
,2020-02-29,Philadelphia,Pennsylvania,-9.70
,2020-02-29,San Antonio,Texas,9.00
,2020-02-29,San Diego,California,9.50
,2020-02-29,Dallas,Texas,-7.40
,2020-02-29,San Jose,California,0.70
,2020-03-01,New York,New York,11.10
,2020-03-01,Los Angeles,California,19.80
,2020-03-01,Chicago,Illinois,8.00
,2020-03-01,Houston,Texas,10.40
,2020-03-01,Phoenix,Arizona,15.20
,2020-03-01,Philadelphia,Pennsylvania,24.70
,2020-03-01,San Antonio,Texas,12.80
,2020-03-01,San Diego,California,8.90
,2020-03-01,Dallas,Texas,21.40
,2020-03-01,San Jose,California,11.30
,2020-03-02,New York,New York,15.60
,2020-03-02,Los Angeles,California,15.90
,2020-03-02,Chicago,Illinois,16.60
,2020-03-02,Houston,Texas,16.70
,2020-03-02,Phoenix,Arizona,9.50
,2020-03-02,Philadelphia,Pennsylvania,7.30
,2020-03-02,San Antonio,Texas,11.70
,2020-03-02,San Diego,California,24.50
,2020-03-02,Dallas,Texas,18.90
,2020-03-02,San Jose,California,11.20
,2020-03-03,New York,New York,9.00
,2020-03-03,Los Angeles,California,5.30
,2020-03-03,Chicago,Illinois,7.40
,2020-03-03,Houston,Texas,18.20
,2020-03-03,Phoenix,Arizona,16.00
,2020-03-03,Philadelphia,Pennsylvania,24.00
,2020-03-03,San Antonio,Texas,14.20
,2020-03-03,San Diego,California,22.50
,2020-03-03,Dallas,Texas,16.90
,2020-03-03,San Jose,California,5.80
,2020-03-04,New York,New York,6.40
,2020-03-04,Los Angeles,California,9.30
,2020-03-04,Chicago,Illinois,22.90
,2020-03-04,Houston,Texas,15.10
,2020-03-04,Phoenix,Arizona,6.80
,2020-03-04,Philadelphia,Pennsylvania,10.00
,2020-03-04,San Antonio,Texas,8.00
,2020-03-04,San Diego,California,16.30
,2020-03-04,Dallas,Texas,22.10
,2020-03-04,San Jose,California,11.00
,2020-03-05,New York,New York,19.90
,2020-03-05,Los Angeles,California,11.20
,2020-03-05,Chicago,Illinois,19.20
,2020-03-05,Houston,Texas,25.00
,2020-03-05,Phoenix,Arizona,11.80
,2020-03-05,Philadelphia,Pennsylvania,6.40
,2020-03-05,San Antonio,Texas,8.30
