Weather_id,date,city,province,temperature_c
,16-01-2023,Winnipeg,Manitoba,-8.2
,16-01-2023,Hamilton,Ontario,-6
,16-01-2023,Kitchener,Ontario,-19.1
,16-01-2023,Waterloo,Ontario,-6.8
,17-01-2023,Toronto,Ontario,-15.8
,17-01-2023,Vancouver,British Columbia,-9.2
,17-01-2023,Montreal,Quebec,-9.2
,17-01-2023,Calgary,Alberta,-11.6
,17-01-2023,Edmonton,Alberta,-22.7
,17-01-2023,Ottawa,Ontario,-4.1
,17-01-2023,Winnipeg,Manitoba,-17
,17-01-2023,Hamilton,Ontario,-20.3
,17-01-2023,Kitchener,Ontario,-24
,17-01-2023,Waterloo,Ontario,-10.2
,18-01-2023,Toronto,Ontario,-8.1
,18-01-2023,Vancouver,British Columbia,-24.6
,18-01-2023,Montreal,Quebec,-12.2
,18-01-2023,Calgary,Alberta,-19.3
,18-01-2023,Edmonton,Alberta,-8.9
,18-01-2023,Ottawa,Ontario,-20.6
,18-01-2023,Winnipeg,Manitoba,-7.7
,18-01-2023,Hamilton,Ontario,-15.3
,18-01-2023,Kitchener,Ontario,-1.6
,18-01-2023,Waterloo,Ontario,-21.6
,19-01-2023,Toronto,Ontario,-16.5
,19-01-2023,Vancouver,British Columbia,-22.2
,19-01-2023,Montreal,Quebec,-1.9
,19-01-2023,Calgary,Alberta,-3.1
,19-01-2023,Edmonton,Alberta,-18.6
,19-01-2023,Ottawa,Ontario,-8.5
,19-01-2023,Winnipeg,Manitoba,-4.6
,19-01-2023,Hamilton,Ontario,-11.1
,19-01-2023,Kitchener,Ontario,-11.8
,19-01-2023,Waterloo,Ontario,-19
,20-01-2023,Toronto,Ontario,-22.7
,20-01-2023,Vancouver,British Columbia,-2.6
,20-01-2023,Montreal,Quebec,-2.5
,20-01-2023,Calgary,Alberta,-9.2
,20-01-2023,Edmonton,Alberta,-16.5
,20-01-2023,Ottawa,Ontario,-16.3
,20-01-2023,Winnipeg,Manitoba,-6.9
,20-01-2023,Hamilton,Ontario,-2.6
,20-01-2023,Kitchener,Ontario,-2.8
,20-01-2023,Waterloo,Ontario,-5.5
,21-01-2023,Toronto,Ontario,-8.9
,21-01-2023,Vancouver,British Columbia,-22.9
,21-01-2023,Montreal,Quebec,-21
,21-01-2023,Calgary,Alberta,-2.5
,21-01-2023,Edmonton,Alberta,-9.8
,21-01-2023,Ottawa,Ontario,-24.8
,21-01-2023,Winnipeg,Manitoba,-22.5
,21-01-2023,Hamilton,Ontario,-8.4
,21-01-2023,Kitchener,Ontario,-24.9
,21-01-2023,Waterloo,Ontario,-21
,22-01-2023,Toronto,Ontario,-11.3
,22-01-2023,Vancouver,British Columbia,-7.7
,22-01-2023,Montreal,Quebec,-8.7
,22-01-2023,Calgary,Alberta,-19.4
,22-01-2023,Edmonton,Alberta,-7.2
,22-01-2023,Ottawa,Ontario,-19.1
,22-01-2023,Winnipeg,Manitoba,-16.9
,22-01-2023,Hamilton,Ontario,-6.3
,22-01-2023,Kitchener,Ontario,-8.8
,22-01-2023,Waterloo,Ontario,-3.8
,23-01-2023,Toronto,Ontario,-8.6
,23-01-2023,Vancouver,British Columbia,-10.8
,23-01-2023,Montreal,Quebec,-22.7
,23-01-2023,Calgary,Alberta,-15.8
,23-01-2023,Edmonton,Alberta,-18.4
,23-01-2023,Ottawa,Ontario,-18.9
,23-01-2023,Winnipeg,Manitoba,-0.7
,23-01-2023,Hamilton,Ontario,-15.2
,23-01-2023,Kitchener,Ontario,-2.7
,23-01-2023,Waterloo,Ontario,-9.2
,24-01-2023,Toronto,Ontario,-5.1
,24-01-2023,Vancouver,British Columbia,-12.4
,24-01-2023,Montreal,Quebec,-10.6
,24-01-2023,Calgary,Alberta,-12.7
,24-01-2023,Edmonton,Alberta,-20.1
,24-01-2023,Ottawa,Ontario,-6.9
,24-01-2023,Winnipeg,Manitoba,-18
,24-01-2023,Hamilton,Ontario,-24.4
,24-01-2023,Kitchener,Ontario,-8.9
,24-01-2023,Waterloo,Ontario,-20.6
,25-01-2023,Toronto,Ontario,-1.5
,25-01-2023,Vancouver,British Columbia,-1.2
,25-01-2023,Montreal,Quebec,-2.1
,25-01-2023,Calgary,Alberta,-15.7
,25-01-2023,Edmonton,Alberta,-24.6
,25-01-2023,Ottawa,Ontario,-1.8
,25-01-2023,Winnipeg,Manitoba,-14.3
,25-01-2023,Hamilton,Ontario,-0.8
,25-01-2023,Kitchener,Ontario,-0.9
,25-01-2023,Waterloo,Ontario,-3.7
,26-01-2023,Toronto,Ontario,-17.6
,26-01-2023,Vancouver,British Columbia,-15.4
,26-01-2023,Montreal,Quebec,-3.7
,26-01-2023,Calgary,Alberta,-17.1
,26-01-2023,Edmonton,Alberta,-20.8
,26-01-2023,Ottawa,Ontario,-11.1
,26-01-2023,Winnipeg,Manitoba,-1.6
,26-01-2023,Hamilton,Ontario,-7.6
,26-01-2023,Kitchener,Ontario,-10.7
,26-01-2023,Waterloo,Ontario,-22.6
,27-01-2023,Toronto,Ontario,-9.6
,27-01-2023,Vancouver,British Columbia,-0.2
,27-01-2023,Montreal,Quebec,-21.5
,27-01-2023,Calgary,Alberta,-12
,27-01-2023,Edmonton,Alberta,-3.1
,27-01-2023,Ottawa,Ontario,-6.5
,27-01-2023,Winnipeg,Manitoba,-7.6
,27-01-2023,Hamilton,Ontario,-7.4
,27-01-2023,Kitchener,Ontario,-16
,27-01-2023,Waterloo,Ontario,-17.7
,28-01-2023,Toronto,Ontario,-4.8
,28-01-2023,Vancouver,British Columbia,-4.7
,28-01-2023,Montreal,Quebec,-3.3
,28-01-2023,Calgary,Alberta,-2.2
,28-01-2023,Edmonton,Alberta,-12.2
,28-01-2023,Ottawa,Ontario,-12.5
,28-01-2023,Winnipeg,Manitoba,-5
,28-01-2023,Hamilton,Ontario,-8.8
,28-01-2023,Kitchener,Ontario,-7.5
,28-01-2023,Waterloo,Ontario,-5.1
,29-01-2023,Toronto,Ontario,-2.7
,29-01-2023,Vancouver,British Columbia,-16.6
,29-01-2023,Montreal,Quebec,-15.6
,29-01-2023,Calgary,Alberta,-22.7
,29-01-2023,Edmonton,Alberta,-10.5
,29-01-2023,Ottawa,Ontario,-24.1
,29-01-2023,Winnipeg,Manitoba,-13.4
,29-01-2023,Hamilton,Ontario,-11.4
,29-01-2023,Kitchener,Ontario,-17.8
,29-01-2023,Waterloo,Ontario,-10.2
,30-01-2023,Toronto,Ontario,-24.2
,30-01-2023,Vancouver,British Columbia,-24.1
,30-01-2023,Montreal,Quebec,-4.4
,30-01-2023,Calgary,Alberta,-16
,30-01-2023,Edmonton,Alberta,-21.8
,30-01-2023,Ottawa,Ontario,-11.9
,30-01-2023,Winnipeg,Manitoba,-5.8
,30-01-2023,Hamilton,Ontario,-19.6
,30-01-2023,Kitchener,Ontario,-9.4
,30-01-2023,Waterloo,Ontario,-22.9
,31-01-2023,Toronto,Ontario,-23.7
,31-01-2023,Vancouver,British Columbia,-11.7
,31-01-2023,Montreal,Quebec,-11.5
,31-01-2023,Calgary,Alberta,-9.1
,31-01-2023,Edmonton,Alberta,-6.8
,31-01-2023,Ottawa,Ontario,-0.6
,31-01-2023,Winnipeg,Manitoba,-12.1
,31-01-2023,Hamilton,Ontario,-16.9
,31-01-2023,Kitchener,Ontario,-5.1
,31-01-2023,Waterloo,Ontario,-18.2
,01-02-2023,Toronto,Ontario,-14
,01-02-2023,Vancouver,British Columbia,-23
,01-02-2023,Montreal,Quebec,-24.4
,01-02-2023,Calgary,Alberta,-0.9
,01-02-2023,Edmonton,Alberta,-4.1
,01-02-2023,Ottawa,Ontario,-7.6
,01-02-2023,Winnipeg,Manitoba,-14.8
,01-02-2023,Hamilton,Ontario,-20.7
,01-02-2023,Kitchener,Ontario,-21.1
,01-02-2023,Waterloo,Ontario,-18.7
,02-02-2023,Toronto,Ontario,-11.3
,02-02-2023,Vancouver,British Columbia,-7.1
,02-02-2023,Montreal,Quebec,-8.5
,02-02-2023,Calgary,Alberta,-18
,02-02-2023,Edmonton,Alberta,-1.1
,02-02-2023,Ottawa,Ontario,-6.6
,02-02-2023,Winnipeg,Manitoba,-11.1
,02-02-2023,Hamilton,Ontario,-9.7
,02-02-2023,Kitchener,Ontario,-14.5
,02-02-2023,Waterloo,Ontario,-18.8
,03-02-2023,Toronto,Ontario,-16.1
,03-02-2023,Vancouver,British Columbia,-6.1
,03-02-2023,Montreal,Quebec,-24.6
,03-02-2023,Calgary,Alberta,-22.1
,03-02-2023,Edmonton,Alberta,-23.8
,03-02-2023,Ottawa,Ontario,-24
,03-02-2023,Winnipeg,Manitoba,-3.6
,03-02-2023,Hamilton,Ontario,-7.4
,03-02-2023,Kitchener,Ontario,-13.1
,03-02-2023,Waterloo,Ontario,-22.6
,04-02-2023,Toronto,Ontario,-12.7
,04-02-2023,Vancouver,British Columbia,-13.2
,04-02-2023,Montreal,Quebec,-20.7
,04-02-2023,Calgary,Alberta,-14.2
,04-02-2023,Edmonton,Alberta,-15
,04-02-2023,Ottawa,Ontario,-9.6
,04-02-2023,Winnipeg,Manitoba,-9.1
,04-02-2023,Hamilton,Ontario,-23.9
,04-02-2023,Kitchener,Ontario,-15.6
,04-02-2023,Waterloo,Ontario,-9.4
,05-02-2023,Toronto,Ontario,-12.4
,05-02-2023,Vancouver,British Columbia,-3.6
,05-02-2023,Montreal,Quebec,-8.5
,05-02-2023,Calgary,Alberta,-20.9
,05-02-2023,Edmonton,Alberta,-23.2
,05-02-2023,Ottawa,Ontario,-8.9
,05-02-2023,Winnipeg,Manitoba,-24.3
,05-02-2023,Hamilton,Ontario,-10.4
,05-02-2023,Kitchener,Ontario,-1.5
,05-02-2023,Waterloo,Ontario,-10.6
,06-02-2023,Toronto,Ontario,-15.3
,06-02-2023,Vancouver,British Columbia,-8.9
,06-02-2023,Montreal,Quebec,-13.5
,06-02-2023,Calgary,Alberta,-11.4
,06-02-2023,Edmonton,Alberta,-1.5
,06-02-2023,Ottawa,Ontario,-15.3
,06-02-2023,Winnipeg,Manitoba,-1
,06-02-2023,Hamilton,Ontario,-2.4
,06-02-2023,Kitchener,Ontario,-20.1
,06-02-2023,Waterloo,Ontario,-23.3
,07-02-2023,Toronto,Ontario,-22.5
,07-02-2023,Vancouver,British Columbia,-24.5
,07-02-2023,Montreal,Quebec,-22.6
,07-02-2023,Calgary,Alberta,-7.9
,07-02-2023,Edmonton,Alberta,-23.2
,07-02-2023,Ottawa,Ontario,-17
,07-02-2023,Winnipeg,Manitoba,-3.9
,07-02-2023,Hamilton,Ontario,-24.4
,07-02-2023,Kitchener,Ontario,-4.6
,07-02-2023,Waterloo,Ontario,-18
,08-02-2023,Toronto,Ontario,-22
,08-02-2023,Vancouver,British Columbia,-7.6
,08-02-2023,Montreal,Quebec,-9.3
,08-02-2023,Calgary,Alberta,-3.1
,08-02-2023,Edmonton,Alberta,-6.6
,08-02-2023,Ottawa,Ontario,-4.9
,08-02-2023,Winnipeg,Manitoba,-17.9
,08-02-2023,Hamilton,Ontario,-20.6
,08-02-2023,Kitchener,Ontario,-6.2
,08-02-2023,Waterloo,Ontario,-4.8
,09-02-2023,Toronto,Ontario,-0.2
,09-02-2023,Vancouver,British Columbia,-14.7
,09-02-2023,Montreal,Quebec,-15.7
,09-02-2023,Calgary,Alberta,-5.6
,09-02-2023,Edmonton,Alberta,-16.5
,09-02-2023,Ottawa,Ontario,-1.7
,09-02-2023,Winnipeg,Manitoba,-3.5
,09-02-2023,Hamilton,Ontario,-14.3
,09-02-2023,Kitchener,Ontario,-6.2
,09-02-2023,Waterloo,Ontario,-6.1
,10-02-2023,Toronto,Ontario,-22.4
,10-02-2023,Vancouver,British Columbia,-2.4
,10-02-2023,Montreal,Quebec,-12.4
,10-02-2023,Calgary,Alberta,-4.3
,10-02-2023,Edmonton,Alberta,-17
,10-02-2023,Ottawa,Ontario,-2.6
,10-02-2023,Winnipeg,Manitoba,-15.3
,10-02-2023,Hamilton,Ontario,-24.7
,10-02-2023,Kitchener,Ontario,-2.4
,10-02-2023,Waterloo,Ontario,-22.7
,11-02-2023,Toronto,Ontario,-17
,11-02-2023,Vancouver,British Columbia,-1.2
,11-02-2023,Montreal,Quebec,-1.2
,11-02-2023,Calgary,Alberta,-10.7
,11-02-2023,Edmonton,Alberta,-9.2
,11-02-2023,Ottawa,Ontario,-13.8
,11-02-2023,Winnipeg,Manitoba,-17.7
,11-02-2023,Hamilton,Ontario,-16.8
,11-02-2023,Kitchener,Ontario,-8.2
,11-02-2023,Waterloo,Ontario,-6.2
,12-02-2023,Toronto,Ontario,-5.2
,12-02-2023,Vancouver,British Columbia,-5.3
,12-02-2023,Montreal,Quebec,-22.7
,12-02-2023,Calgary,Alberta,-12.6
,12-02-2023,Edmonton,Alberta,-23.6
,12-02-2023,Ottawa,Ontario,-11.3
,12-02-2023,Winnipeg,Manitoba,-14
,12-02-2023,Hamilton,Ontario,-2.8
,12-02-2023,Kitchener,Ontario,-16.2
,12-02-2023,Waterloo,Ontario,-22.1
,13-02-2023,Toronto,Ontario,-21.4
,13-02-2023,Vancouver,British Columbia,-6
,13-02-2023,Montreal,Quebec,-9.5
,13-02-2023,Calgary,Alberta,-22.5
,13-02-2023,Edmonton,Alberta,-22.9
,13-02-2023,Ottawa,Ontario,-7.5
,13-02-2023,Winnipeg,Manitoba,-23.2
,13-02-2023,Hamilton,Ontario,-4.5
,13-02-2023,Kitchener,Ontario,-7.3
,13-02-2023,Waterloo,Ontario,-23
,14-02-2023,Toronto,Ontario,-22.9
,14-02-2023,Vancouver,British Columbia,-0.3
,14-02-2023,Montreal,Quebec,-15.6
,14-02-2023,Calgary,Alberta,-15.7
,14-02-2023,Edmonton,Alberta,-4.7
,14-02-2023,Ottawa,Ontario,-1.3
,14-02-2023,Winnipeg,Manitoba,-0.3
,14-02-2023,Hamilton,Ontario,-6.2
,14-02-2023,Kitchener,Ontario,-15.6
,14-02-2023,Waterloo,Ontario,-22.9
,15-02-2023,Toronto,Ontario,-5.6
,15-02-2023,Vancouver,British Columbia,-11
,15-02-2023,Montreal,Quebec,-14.4
,15-02-2023,Calgary,Alberta,-2.3
,15-02-2023,Edmonton,Alberta,-22.2
,15-02-2023,Ottawa,Ontario,-12.7
,15-02-2023,Winnipeg,Manitoba,-24.7
,15-02-2023,Hamilton,Ontario,-13.3
,15-02-2023,Kitchener,Ontario,-23.6
,15-02-2023,Waterloo,Ontario,-22
,16-02-2023,Toronto,Ontario,-22.1
,16-02-2023,Vancouver,British Columbia,-8.8
,16-02-2023,Montreal,Quebec,-6.3
,16-02-2023,Calgary,Alberta,-10.4
,16-02-2023,Edmonton,Alberta,-0.9
,16-02-2023,Ottawa,Ontario,-15.6
,16-02-2023,Winnipeg,Manitoba,-17.9
,16-02-2023,Hamilton,Ontario,-3.3
,16-02-2023,Kitchener,Ontario,-19.4
,16-02-2023,Waterloo,Ontario,-0.9
,17-02-2023,Toronto,Ontario,-24.7
,17-02-2023,Vancouver,British Columbia,-0.8
,17-02-2023,Montreal,Quebec,-23.9
,17-02-2023,Calgary,Alberta,-2.7
,17-02-2023,Edmonton,Alberta,-11.8
,17-02-2023,Ottawa,Ontario,-0.2
,17-02-2023,Winnipeg,Manitoba,-23.2
,17-02-2023,Hamilton,Ontario,-11.2
,17-02-2023,Kitchener,Ontario,-0.8
,17-02-2023,Waterloo,Ontario,-11.9
,18-02-2023,Toronto,Ontario,-9.3
,18-02-2023,Vancouver,British Columbia,-7.6
,18-02-2023,Montreal,Quebec,-13.6
,18-02-2023,Calgary,Alberta,-9.3
,18-02-2023,Edmonton,Alberta,-10.4
,18-02-2023,Ottawa,Ontario,-2.5
,18-02-2023,Winnipeg,Manitoba,-23.9
,18-02-2023,Hamilton,Ontario,-18
,18-02-2023,Kitchener,Ontario,-1.2
,18-02-2023,Waterloo,Ontario,-2.7
,19-02-2023,Toronto,Ontario,-13.6
,19-02-2023,Vancouver,British Columbia,-9.5
,19-02-2023,Montreal,Quebec,-18.1
,19-02-2023,Calgary,Alberta,-20.3
,19-02-2023,Edmonton,Alberta,-13.4
,19-02-2023,Ottawa,Ontario,-16.2
,19-02-2023,Winnipeg,Manitoba,-10.4
,19-02-2023,Hamilton,Ontario,-23.1
,19-02-2023,Kitchener,Ontario,-0.6
,19-02-2023,Waterloo,Ontario,-0.3
,20-02-2023,Toronto,Ontario,-7.5
,20-02-2023,Vancouver,British Columbia,-11.6
,20-02-2023,Montreal,Quebec,-17.3
,20-02-2023,Calgary,Alberta,-4.7
,20-02-2023,Edmonton,Alberta,-7.9
,20-02-2023,Ottawa,Ontario,-20.9
,20-02-2023,Winnipeg,Manitoba,-2.2
,20-02-2023,Hamilton,Ontario,-4.4
,20-02-2023,Kitchener,Ontario,-1.3
,20-02-2023,Waterloo,Ontario,-6.9
,21-02-2023,Toronto,Ontario,-9.7
,21-02-2023,Vancouver,British Columbia,-14.5
,21-02-2023,Montreal,Quebec,-1.7
,21-02-2023,Calgary,Alberta,-3.3
,21-02-2023,Edmonton,Alberta,-23.9
,21-02-2023,Ottawa,Ontario,-24.3
,21-02-2023,Winnipeg,Manitoba,-15.6
,21-02-2023,Hamilton,Ontario,-4.7
,21-02-2023,Kitchener,Ontario,-0.3
,21-02-2023,Waterloo,Ontario,-21.2
,22-02-2023,Toronto,Ontario,-10.1
,22-02-2023,Vancouver,British Columbia,-15.5
,22-02-2023,Montreal,Quebec,-0.8
,22-02-2023,Calgary,Alberta,-3.9
,22-02-2023,Edmonton,Alberta,-4
,22-02-2023,Ottawa,Ontario,-13.3
,22-02-2023,Winnipeg,Manitoba,-14.6
,22-02-2023,Hamilton,Ontario,-18.2
,22-02-2023,Kitchener,Ontario,-23.6
,22-02-2023,Waterloo,Ontario,-3.4
,23-02-2023,Toronto,Ontario,-4.7
,23-02-2023,Vancouver,British Columbia,0
,23-02-2023,Montreal,Quebec,-0.1
,23-02-2023,Calgary,Alberta,-11.1
,23-02-2023,Edmonton,Alberta,-5.8
,23-02-2023,Ottawa,Ontario,-1.4
,23-02-2023,Winnipeg,Manitoba,-3.8
,23-02-2023,Hamilton,Ontario,-18.8
,23-02-2023,Kitchener,Ontario,-13.7
,23-02-2023,Waterloo,Ontario,-21.8
,24-02-2023,Toronto,Ontario,-1.1
,24-02-2023,Vancouver,British Columbia,-9.8
,24-02-2023,Montreal,Quebec,-19.3
,24-02-2023,Calgary,Alberta,-8.2
,24-02-2023,Edmonton,Alberta,-9.5
,24-02-2023,Ottawa,Ontario,-16
,24-02-2023,Winnipeg,Manitoba,-22.2
,24-02-2023,Hamilton,Ontario,-8.2
,24-02-2023,Kitchener,Ontario,-12
,24-02-2023,Waterloo,Ontario,-5.7
,25-02-2023,Toronto,Ontario,-12
,25-02-2023,Vancouver,British Columbia,-3.7
,25-02-2023,Montreal,Quebec,-11.2
,25-02-2023,Calgary,Alberta,-11
,25-02-2023,Edmonton,Alberta,-3.1
,25-02-2023,Ottawa,Ontario,-14.9
,25-02-2023,Winnipeg,Manitoba,-21.6
,25-02-2023,Hamilton,Ontario,-24.3
,25-02-2023,Kitchener,Ontario,-6.1
,25-02-2023,Waterloo,Ontario,-9.5
,26-02-2023,Toronto,Ontario,-7.4
,26-02-2023,Vancouver,British Columbia,-19.7
,26-02-2023,Montreal,Quebec,-21.6
,26-02-2023,Calgary,Alberta,-24.6
,26-02-2023,Edmonton,Alberta,-16.2
,26-02-2023,Ottawa,Ontario,-10.3
,26-02-2023,Winnipeg,Manitoba,-15.2
,26-02-2023,Hamilton,Ontario,-14.1
,26-02-2023,Kitchener,Ontario,-2.4
,26-02-2023,Waterloo,Ontario,-16.3
,27-02-2023,Toronto,Ontario,-12.2
,27-02-2023,Vancouver,British Columbia,-5.4
,27-02-2023,Montreal,Quebec,-15.1
,27-02-2023,Calgary,Alberta,-9.4
,27-02-2023,Edmonton,Alberta,-3.4
,27-02-2023,Ottawa,Ontario,-1.3
,27-02-2023,Winnipeg,Manitoba,-21.3
,27-02-2023,Hamilton,Ontario,-1.8
,27-02-2023,Kitchener,Ontario,-12.7
,27-02-2023,Waterloo,Ontario,-18.5
,28-02-2023,Toronto,Ontario,-13.5
,28-02-2023,Vancouver,British Columbia,-0.5
,28-02-2023,Montreal,Quebec,-12.7
,28-02-2023,Calgary,Alberta,-16.8
,28-02-2023,Edmonton,Alberta,-9.2
,28-02-2023,Ottawa,Ontario,-19
