Weather_id,date,city,province,temperature_c
,2010-01-14,Calgary,Alberta,-24.1
,2010-01-14,Edmonton,Alberta,-16.8
,2010-01-14,Ottawa,Ontario,-8.4
,2010-01-14,Winnipeg,Manitoba,-4.6
,2010-01-14,Hamilton,Ontario,-25
,2010-01-14,Kitchener,Ontario,-10.1
,2010-01-14,Waterloo,Ontario,-5.8
,2010-01-15,Toronto,Ontario,-13.5
,2010-01-15,Vancouver,British Columbia,-25.1
,2010-01-15,Montreal,Quebec,-28.9
,2010-01-15,Calgary,Alberta,-21.6
,2010-01-15,Edmonton,Alberta,-5.8
,2010-01-15,Ottawa,Ontario,-28.7
,2010-01-15,Winnipeg,Manitoba,-29.8
,2010-01-15,Hamilton,Ontario,-19.2
,2010-01-15,Kitchener,Ontario,-28.1
,2010-01-15,Waterloo,Ontario,-25.5
,2010-01-16,Toronto,Ontario,-29.3
,2010-01-16,Vancouver,British Columbia,-14.3
,2010-01-16,Montreal,Quebec,-9.1
,2010-01-16,Calgary,Alberta,-17.2
,2010-01-16,Edmonton,Alberta,-26
,2010-01-16,Ottawa,Ontario,-20.1
,2010-01-16,Winnipeg,Manitoba,-12.3
,2010-01-16,Hamilton,Ontario,-1.8
,2010-01-16,Kitchener,Ontario,-0.2
,2010-01-16,Waterloo,Ontario,-22.8
,2010-01-17,Toronto,Ontario,-29.7
,2010-01-17,Vancouver,British Columbia,-5.1
,2010-01-17,Montreal,Quebec,-2.2
,2010-01-17,Calgary,Alberta,-16.2
,2010-01-17,Edmonton,Alberta,-6.9
,2010-01-17,Ottawa,Ontario,-4
,2010-01-17,Winnipeg,Manitoba,-11.7
,2010-01-17,Hamilton,Ontario,-3.8
,2010-01-17,Kitchener,Ontario,-29.3
,2010-01-17,Waterloo,Ontario,-21.9
,2010-01-18,Toronto,Ontario,-21.7
,2010-01-18,Vancouver,British Columbia,-26.4
,2010-01-18,Montreal,Quebec,-2.7
,2010-01-18,Calgary,Alberta,-29.1
,2010-01-18,Edmonton,Alberta,-9.8
,2010-01-18,Ottawa,Ontario,-27.9
,2010-01-18,Winnipeg,Manitoba,-19.2
,2010-01-18,Hamilton,Ontario,-17.5
,2010-01-18,Kitchener,Ontario,-24.6
,2010-01-18,Waterloo,Ontario,-14.4
,2010-01-19,Toronto,Ontario,-14
,2010-01-19,Vancouver,British Columbia,-20.5
,2010-01-19,Montreal,Quebec,-7.9
,2010-01-19,Calgary,Alberta,-25.2
,2010-01-19,Edmonton,Alberta,-24.2
,2010-01-19,Ottawa,Ontario,-19.4
,2010-01-19,Winnipeg,Manitoba,-18.6
,2010-01-19,Hamilton,Ontario,-23.8
,2010-01-19,Kitchener,Ontario,-2.4
,2010-01-19,Waterloo,Ontario,-5.2
,2010-01-20,Toronto,Ontario,-26.8
,2010-01-20,Vancouver,British Columbia,-18.9
,2010-01-20,Montreal,Quebec,-23
,2010-01-20,Calgary,Alberta,-16.5
,2010-01-20,Edmonton,Alberta,-21.7
,2010-01-20,Ottawa,Ontario,-14.9
,2010-01-20,Winnipeg,Manitoba,-2.3
,2010-01-20,Hamilton,Ontario,-18.5
,2010-01-20,Kitchener,Ontario,-10.5
,2010-01-20,Waterloo,Ontario,-12.1
,2010-01-21,Toronto,Ontario,-7.4
,2010-01-21,Vancouver,British Columbia,-28.2
,2010-01-21,Montreal,Quebec,-7.7
,2010-01-21,Calgary,Alberta,-1.6
,2010-01-21,Edmonton,Alberta,-11.9
,2010-01-21,Ottawa,Ontario,-21.4
,2010-01-21,Winnipeg,Manitoba,-9.8
,2010-01-21,Hamilton,Ontario,-8.6
,2010-01-21,Kitchener,Ontario,-10.3
,2010-01-21,Waterloo,Ontario,-25.6
,2010-01-22,Toronto,Ontario,-0.8
,2010-01-22,Vancouver,British Columbia,-1.3
,2010-01-22,Montreal,Quebec,-17.3
,2010-01-22,Calgary,Alberta,-12.2
,2010-01-22,Edmonton,Alberta,-28.8
,2010-01-22,Ottawa,Ontario,-0.3
,2010-01-22,Winnipeg,Manitoba,-5.4
,2010-01-22,Hamilton,Ontario,-10.9
,2010-01-22,Kitchener,Ontario,-7.2
,2010-01-22,Waterloo,Ontario,-24.4
,2010-01-23,Toronto,Ontario,-20.8
,2010-01-23,Vancouver,British Columbia,-22.6
,2010-01-23,Montreal,Quebec,-12.1
,2010-01-23,Calgary,Alberta,-27.2
,2010-01-23,Edmonton,Alberta,-3.1
,2010-01-23,Ottawa,Ontario,-16.1
,2010-01-23,Winnipeg,Manitoba,-16.7
,2010-01-23,Hamilton,Ontario,-26.9
,2010-01-23,Kitchener,Ontario,-9.5
,2010-01-23,Waterloo,Ontario,-5.5
,2010-01-24,Toronto,Ontario,-11.1
,2010-01-24,Vancouver,British Columbia,-22.7
,2010-01-24,Montreal,Quebec,-6.4
,2010-01-24,Calgary,Alberta,-25.6
,2010-01-24,Edmonton,Alberta,-5.2
,2010-01-24,Ottawa,Ontario,-12.6
,2010-01-24,Winnipeg,Manitoba,-21.3
,2010-01-24,Hamilton,Ontario,-14.6
,2010-01-24,Kitchener,Ontario,-11.1
,2010-01-24,Waterloo,Ontario,-22.2
,2010-01-25,Toronto,Ontario,-4.6
,2010-01-25,Vancouver,British Columbia,-17.4
,2010-01-25,Montreal,Quebec,-3.2
,2010-01-25,Calgary,Alberta,-4.9
,2010-01-25,Edmonton,Alberta,-27
,2010-01-25,Ottawa,Ontario,-10.6
,2010-01-25,Winnipeg,Manitoba,-20.7
,2010-01-25,Hamilton,Ontario,-7.4
,2010-01-25,Kitchener,Ontario,-13.7
,2010-01-25,Waterloo,Ontario,-16.3
,2010-01-26,Toronto,Ontario,-3.1
,2010-01-26,Vancouver,British Columbia,-28.3
,2010-01-26,Montreal,Quebec,-13.3
,2010-01-26,Calgary,Alberta,-20.2
,2010-01-26,Edmonton,Alberta,-28.9
,2010-01-26,Ottawa,Ontario,-7.4
,2010-01-26,Winnipeg,Manitoba,-13.1
,2010-01-26,Hamilton,Ontario,-3.2
,2010-01-26,Kitchener,Ontario,-12.1
,2010-01-26,Waterloo,Ontario,-19.9
,2010-01-27,Toronto,Ontario,-0.4
,2010-01-27,Vancouver,British Columbia,-26.5
,2010-01-27,Montreal,Quebec,-28.4
,2010-01-27,Calgary,Alberta,-8
,2010-01-27,Edmonton,Alberta,-18.9
,2010-01-27,Ottawa,Ontario,-19.2
,2010-01-27,Winnipeg,Manitoba,-3.7
,2010-01-27,Hamilton,Ontario,-20.2
,2010-01-27,Kitchener,Ontario,-3.3
,2010-01-27,Waterloo,Ontario,-10.7
,2010-01-28,Toronto,Ontario,-20.1
,2010-01-28,Vancouver,British Columbia,-28.2
,2010-01-28,Montreal,Quebec,-22.6
,2010-01-28,Calgary,Alberta,-0.9
,2010-01-28,Edmonton,Alberta,-17.8
,2010-01-28,Ottawa,Ontario,-25.2
,2010-01-28,Winnipeg,Manitoba,-21.1
,2010-01-28,Hamilton,Ontario,-3
,2010-01-28,Kitchener,Ontario,-25.1
,2010-01-28,Waterloo,Ontario,-6.7
,2010-01-29,Toronto,Ontario,-26
,2010-01-29,Vancouver,British Columbia,-1.2
,2010-01-29,Montreal,Quebec,-14.1
,2010-01-29,Calgary,Alberta,-28.7
,2010-01-29,Edmonton,Alberta,-2.1
,2010-01-29,Ottawa,Ontario,-19.3
,2010-01-29,Winnipeg,Manitoba,-8.1
,2010-01-29,Hamilton,Ontario,-14.3
,2010-01-29,Kitchener,Ontario,-27.2
,2010-01-29,Waterloo,Ontario,-26.8
,2010-01-30,Toronto,Ontario,-25.5
,2010-01-30,Vancouver,British Columbia,-25.2
,2010-01-30,Montreal,Quebec,-28.4
,2010-01-30,Calgary,Alberta,-28.6
,2010-01-30,Edmonton,Alberta,-1.5
,2010-01-30,Ottawa,Ontario,-27.3
,2010-01-30,Winnipeg,Manitoba,-14.7
,2010-01-30,Hamilton,Ontario,-26.4
,2010-01-30,Kitchener,Ontario,-23.6
,2010-01-30,Waterloo,Ontario,-7.1
,2010-01-31,Toronto,Ontario,-1.9
,2010-01-31,Vancouver,British Columbia,-15.9
,2010-01-31,Montreal,Quebec,-29.8
,2010-01-31,Calgary,Alberta,0
,2010-01-31,Edmonton,Alberta,-28.6
,2010-01-31,Ottawa,Ontario,-18.3
,2010-01-31,Winnipeg,Manitoba,-13.8
,2010-01-31,Hamilton,Ontario,-3.2
,2010-01-31,Kitchener,Ontario,-5.3
,2010-01-31,Waterloo,Ontario,-11.7
,2010-02-01,Toronto,Ontario,-18
,2010-02-01,Vancouver,British Columbia,-5
,2010-02-01,Montreal,Quebec,-3.9
,2010-02-01,Calgary,Alberta,-3.8
,2010-02-01,Edmonton,Alberta,-8.5
,2010-02-01,Ottawa,Ontario,-27.1
,2010-02-01,Winnipeg,Manitoba,-21
,2010-02-01,Hamilton,Ontario,-15.4
,2010-02-01,Kitchener,Ontario,-14.8
,2010-02-01,Waterloo,Ontario,-5
,2010-02-02,Toronto,Ontario,-22.9
,2010-02-02,Vancouver,British Columbia,-10.1
,2010-02-02,Montreal,Quebec,-18.8
,2010-02-02,Calgary,Alberta,-6.7
,2010-02-02,Edmonton,Alberta,-24.1
,2010-02-02,Ottawa,Ontario,-15.7
,2010-02-02,Winnipeg,Manitoba,-26.9
,2010-02-02,Hamilton,Ontario,-23.6
,2010-02-02,Kitchener,Ontario,-1.9
,2010-02-02,Waterloo,Ontario,-20.5
,2010-02-03,Toronto,Ontario,-3.2
,2010-02-03,Vancouver,British Columbia,-14.3
,2010-02-03,Montreal,Quebec,-28.8
,2010-02-03,Calgary,Alberta,-6.2
,2010-02-03,Edmonton,Alberta,-28.4
,2010-02-03,Ottawa,Ontario,-5.2
,2010-02-03,Winnipeg,Manitoba,-29.7
,2010-02-03,Hamilton,Ontario,-9.8
,2010-02-03,Kitchener,Ontario,-25
,2010-02-03,Waterloo,Ontario,-19.7
,2010-02-04,Toronto,Ontario,-1.4
,2010-02-04,Vancouver,British Columbia,-15.4
,2010-02-04,Montreal,Quebec,-10.3
,2010-02-04,Calgary,Alberta,-7.8
,2010-02-04,Edmonton,Alberta,-26.7
,2010-02-04,Ottawa,Ontario,-4.8
,2010-02-04,Winnipeg,Manitoba,-2.6
,2010-02-04,Hamilton,Ontario,-25.3
,2010-02-04,Kitchener,Ontario,-13.6
,2010-02-04,Waterloo,Ontario,-21.5
,2010-02-05,Toronto,Ontario,-7.8
,2010-02-05,Vancouver,British Columbia,-29.2
,2010-02-05,Montreal,Quebec,-14.6
,2010-02-05,Calgary,Alberta,-6.2
,2010-02-05,Edmonton,Alberta,-8
,2010-02-05,Ottawa,Ontario,-26.8
,2010-02-05,Winnipeg,Manitoba,-5
,2010-02-05,Hamilton,Ontario,-22.9
,2010-02-05,Kitchener,Ontario,-5.8
,2010-02-05,Waterloo,Ontario,-15.1
,2010-02-06,Toronto,Ontario,-25.2
,2010-02-06,Vancouver,British Columbia,-8
,2010-02-06,Montreal,Quebec,-5.8
,2010-02-06,Calgary,Alberta,-9
,2010-02-06,Edmonton,Alberta,-1.1
,2010-02-06,Ottawa,Ontario,-22.3
,2010-02-06,Winnipeg,Manitoba,-22.9
,2010-02-06,Hamilton,Ontario,-25.6
,2010-02-06,Kitchener,Ontario,-13.8
,2010-02-06,Waterloo,Ontario,-18
,2010-02-07,Toronto,Ontario,-19.3
,2010-02-07,Vancouver,British Columbia,-16.2
,2010-02-07,Montreal,Quebec,-21.8
,2010-02-07,Calgary,Alberta,-29.9
,2010-02-07,Edmonton,Alberta,-15.8
,2010-02-07,Ottawa,Ontario,-21.7
,2010-02-07,Winnipeg,Manitoba,-16.5
,2010-02-07,Hamilton,Ontario,-2.1
,2010-02-07,Kitchener,Ontario,-24.6
,2010-02-07,Waterloo,Ontario,-10.9
,2010-02-08,Toronto,Ontario,-10.7
,2010-02-08,Vancouver,British Columbia,-21.6
,2010-02-08,Montreal,Quebec,-15.9
,2010-02-08,Calgary,Alberta,-0.9
,2010-02-08,Edmonton,Alberta,-19.7
,2010-02-08,Ottawa,Ontario,-8.6
,2010-02-08,Winnipeg,Manitoba,-4.8
,2010-02-08,Hamilton,Ontario,-19.2
,2010-02-08,Kitchener,Ontario,-0.3
,2010-02-08,Waterloo,Ontario,-11.2
,2010-02-09,Toronto,Ontario,-15
,2010-02-09,Vancouver,British Columbia,-8.6
,2010-02-09,Montreal,Quebec,-17.3
,2010-02-09,Calgary,Alberta,-8.6
,2010-02-09,Edmonton,Alberta,-21.8
,2010-02-09,Ottawa,Ontario,-2.2
,2010-02-09,Winnipeg,Manitoba,-13.7
,2010-02-09,Hamilton,Ontario,-22.8
,2010-02-09,Kitchener,Ontario,-16.9
,2010-02-09,Waterloo,Ontario,-3.1
,2010-02-10,Toronto,Ontario,-5.8
,2010-02-10,Vancouver,British Columbia,-15.5
,2010-02-10,Montreal,Quebec,-19.4
,2010-02-10,Calgary,Alberta,-18.7
,2010-02-10,Edmonton,Alberta,-0.6
,2010-02-10,Ottawa,Ontario,-26.6
,2010-02-10,Winnipeg,Manitoba,-3.3
,2010-02-10,Hamilton,Ontario,-4.3
,2010-02-10,Kitchener,Ontario,-23.3
,2010-02-10,Waterloo,Ontario,-19.5
,2010-02-11,Toronto,Ontario,-12.9
,2010-02-11,Vancouver,British Columbia,-5.9
,2010-02-11,Montreal,Quebec,-1.5
,2010-02-11,Calgary,Alberta,-0.2
,2010-02-11,Edmonton,Alberta,-21.6
,2010-02-11,Ottawa,Ontario,-24.2
,2010-02-11,Winnipeg,Manitoba,-15.4
,2010-02-11,Hamilton,Ontario,-13.3
,2010-02-11,Kitchener,Ontario,-10.3
,2010-02-11,Waterloo,Ontario,-26.8
,2010-02-12,Toronto,Ontario,-10.6
,2010-02-12,Vancouver,British Columbia,-2.4
,2010-02-12,Montreal,Quebec,-2.5
,2010-02-12,Calgary,Alberta,-1.7
,2010-02-12,Edmonton,Alberta,-2.3
,2010-02-12,Ottawa,Ontario,-1.2
,2010-02-12,Winnipeg,Manitoba,-28.5
,2010-02-12,Hamilton,Ontario,-2.5
,2010-02-12,Kitchener,Ontario,-21.9
,2010-02-12,Waterloo,Ontario,-20.4
,2010-02-13,Toronto,Ontario,-16.2
,2010-02-13,Vancouver,British Columbia,-1.3
,2010-02-13,Montreal,Quebec,-11.8
,2010-02-13,Calgary,Alberta,-19.4
,2010-02-13,Edmonton,Alberta,-18.8
,2010-02-13,Ottawa,Ontario,-2.9
,2010-02-13,Winnipeg,Manitoba,-5.3
,2010-02-13,Hamilton,Ontario,-25.9
,2010-02-13,Kitchener,Ontario,-22.5
,2010-02-13,Waterloo,Ontario,-18.8
,2010-02-14,Toronto,Ontario,-23.5
,2010-02-14,Vancouver,British Columbia,-13.1
,2010-02-14,Montreal,Quebec,-23.3
,2010-02-14,Calgary,Alberta,-12.8
,2010-02-14,Edmonton,Alberta,-1.9
,2010-02-14,Ottawa,Ontario,-4.5
,2010-02-14,Winnipeg,Manitoba,-27
,2010-02-14,Hamilton,Ontario,-23.8
,2010-02-14,Kitchener,Ontario,-17.6
,2010-02-14,Waterloo,Ontario,-10.6
,2010-02-15,Toronto,Ontario,-18.4
,2010-02-15,Vancouver,British Columbia,-22.5
,2010-02-15,Montreal,Quebec,-19.7
,2010-02-15,Calgary,Alberta,-23.9
,2010-02-15,Edmonton,Alberta,-4.1
,2010-02-15,Ottawa,Ontario,-9.1
,2010-02-15,Winnipeg,Manitoba,-17.7
,2010-02-15,Hamilton,Ontario,-9
,2010-02-15,Kitchener,Ontario,-14.4
,2010-02-15,Waterloo,Ontario,-14.2
,2010-02-16,Toronto,Ontario,-19
,2010-02-16,Vancouver,British Columbia,-15.4
,2010-02-16,Montreal,Quebec,-0.4
,2010-02-16,Calgary,Alberta,-6.5
,2010-02-16,Edmonton,Alberta,-5.2
,2010-02-16,Ottawa,Ontario,-26.3
,2010-02-16,Winnipeg,Manitoba,-14.9
,2010-02-16,Hamilton,Ontario,-19
,2010-02-16,Kitchener,Ontario,-27.3
,2010-02-16,Waterloo,Ontario,-18.1
,2010-02-17,Toronto,Ontario,-27.8
,2010-02-17,Vancouver,British Columbia,-23
,2010-02-17,Montreal,Quebec,-6
,2010-02-17,Calgary,Alberta,-9.4
,2010-02-17,Edmonton,Alberta,-9
,2010-02-17,Ottawa,Ontario,-27.6
,2010-02-17,Winnipeg,Manitoba,-25.1
,2010-02-17,Hamilton,Ontario,-29.4
,2010-02-17,Kitchener,Ontario,-27.1
,2010-02-17,Waterloo,Ontario,-27
,2010-02-18,Toronto,Ontario,-1.2
,2010-02-18,Vancouver,British Columbia,-3.2
,2010-02-18,Montreal,Quebec,-23.9
,2010-02-18,Calgary,Alberta,-22.4
,2010-02-18,Edmonton,Alberta,-1.2
,2010-02-18,Ottawa,Ontario,-12.9
,2010-02-18,Winnipeg,Manitoba,-18.9
,2010-02-18,Hamilton,Ontario,-16
,2010-02-18,Kitchener,Ontario,-21.8
,2010-02-18,Waterloo,Ontario,-12.5
,2010-02-19,Toronto,Ontario,-8.2
,2010-02-19,Vancouver,British Columbia,-14.5
,2010-02-19,Montreal,Quebec,-5.4
,2010-02-19,Calgary,Alberta,-26.6
,2010-02-19,Edmonton,Alberta,-11.9
,2010-02-19,Ottawa,Ontario,-0.3
,2010-02-19,Winnipeg,Manitoba,-25.5
,2010-02-19,Hamilton,Ontario,-15.1
,2010-02-19,Kitchener,Ontario,-11.1
,2010-02-19,Waterloo,Ontario,-19.9
,2010-02-20,Toronto,Ontario,-1.1
,2010-02-20,Vancouver,British Columbia,-15.4
,2010-02-20,Montreal,Quebec,-15.6
,2010-02-20,Calgary,Alberta,-2.9
,2010-02-20,Edmonton,Alberta,-29.5
,2010-02-20,Ottawa,Ontario,-3.9
,2010-02-20,Winnipeg,Manitoba,-26.1
,2010-02-20,Hamilton,Ontario,-18.6
,2010-02-20,Kitchener,Ontario,-15.3
,2010-02-20,Waterloo,Ontario,-15.7
,2010-02-21,Toronto,Ontario,-28.8
,2010-02-21,Vancouver,British Columbia,-20.5
,2010-02-21,Montreal,Quebec,-19.3
,2010-02-21,Calgary,Alberta,-1.3
,2010-02-21,Edmonton,Alberta,-2.5
,2010-02-21,Ottawa,Ontario,-12.5
,2010-02-21,Winnipeg,Manitoba,-2
,2010-02-21,Hamilton,Ontario,-4.1
,2010-02-21,Kitchener,Ontario,-18.7
,2010-02-21,Waterloo,Ontario,-26.5
,2010-02-22,Toronto,Ontario,-11.8
,2010-02-22,Vancouver,British Columbia,-20.3
,2010-02-22,Montreal,Quebec,-29.7
,2010-02-22,Calgary,Alberta,-0.6
,2010-02-22,Edmonton,Alberta,-0.9
,2010-02-22,Ottawa,Ontario,-13.9
,2010-02-22,Winnipeg,Manitoba,-11.5
,2010-02-22,Hamilton,Ontario,-9.9
,2010-02-22,Kitchener,Ontario,-2.2
,2010-02-22,Waterloo,Ontario,-16
,2010-02-23,Toronto,Ontario,-12.5
,2010-02-23,Vancouver,British Columbia,-23.2
,2010-02-23,Montreal,Quebec,-22.7
,2010-02-23,Calgary,Alberta,-14.3
,2010-02-23,Edmonton,Alberta,-23.1
,2010-02-23,Ottawa,Ontario,-29.1
,2010-02-23,Winnipeg,Manitoba,-18.9
,2010-02-23,Hamilton,Ontario,-7.5
,2010-02-23,Kitchener,Ontario,-21.7
,2010-02-23,Waterloo,Ontario,-4.1
,2010-02-24,Toronto,Ontario,-8.9
,2010-02-24,Vancouver,British Columbia,-10.4
,2010-02-24,Montreal,Quebec,-3.2
,2010-02-24,Calgary,Alberta,-27.8
,2010-02-24,Edmonton,Alberta,-24.6
,2010-02-24,Ottawa,Ontario,-2.7
,2010-02-24,Winnipeg,Manitoba,-2.8
,2010-02-24,Hamilton,Ontario,-27.7
,2010-02-24,Kitchener,Ontario,-6.8
,2010-02-24,Waterloo,Ontario,-29.5
,2010-02-25,Toronto,Ontario,-25.9
,2010-02-25,Vancouver,British Columbia,-26.7
,2010-02-25,Montreal,Quebec,-21.2
,2010-02-25,Calgary,Alberta,-18.4
,2010-02-25,Edmonton,Alberta,-2.7
,2010-02-25,Ottawa,Ontario,-16.9
,2010-02-25,Winnipeg,Manitoba,-26.3
,2010-02-25,Hamilton,Ontario,-21.8
,2010-02-25,Kitchener,Ontario,-29.8
,2010-02-25,Waterloo,Ontario,-29.2
,2010-02-26,Toronto,Ontario,-17.1
,2010-02-26,Vancouver,British Columbia,-14.6
,2010-02-26,Montreal,Quebec,-22.5
,2010-02-26,Calgary,Alberta,-18.6
,2010-02-26,Edmonton,Alberta,-26.9
,2010-02-26,Ottawa,Ontario,-10.2
,2010-02-26,Winnipeg,Manitoba,-18.2
,2010-02-26,Hamilton,Ontario,-25.2
,2010-02-26,Kitchener,Ontario,-15.1
,2010-02-26,Waterloo,Ontario,-23.7
,2010-02-27,Toronto,Ontario,-21.2
,2010-02-27,Vancouver,British Columbia,-26.3
,2010-02-27,Montreal,Quebec,-6.6
,2010-02-27,Calgary,Alberta,-21.6
,2010-02-27,Edmonton,Alberta,-1.3
,2010-02-27,Ottawa,Ontario,-17.8
,2010-02-27,Winnipeg,Manitoba,-25.3
,2010-02-27,Hamilton,Ontario,-8.8
,2010-02-27,Kitchener,Ontario,-8
,2010-02-27,Waterloo,Ontario,-3.6
,2010-02-28,Toronto,Ontario,-26.1
,2010-02-28,Vancouver,British Columbia,-6.3
,2010-02-28,Montreal,Quebec,-4.2
,2010-02-28,Calgary,Alberta,-20.9
,2010-02-28,Edmonton,Alberta,-16.4
,2010-02-28,Ottawa,Ontario,-11.4
